group_id	event_id	ref_id	event_type	included_3SS_ref_maxEntScan	included_3SS_var_maxEntScan	included_5SS_ref_maxEntScan	included_5SS_var_maxEntScan	3SS_status	5SS_status
19273	19273;SE:19273:44-205:265-1004:+	15217	SE	10.69	10.69	4.5	4.5	Same	Same
19273	19273;SE:19273:44-164:265-1004:+	15217	SE	9.73	9.73	4.5	4.5	Same	Same
19274	19274;SE:19274:44-227:283-1004:+	12410	SE	10.1	10.1	9.65	9.65	Same	Same
19274	19274;SE:19274:44-229:283-1004:+	12410	SE	-5.24	-5.24	9.65	9.65	Same	Same
19275	19275;SE:19275:44-243:305-1004:+	10725	SE	10.02	10.02	6.36	6.36	Same	Same
19276	19276;SE:19276:44-210:299-1003:+	10882	SE	7.81	7.81	7.96	7.96	Same	Same
19277	19277;SE:19277:44-209:301-1004:+	29422	SE	13.62	13.62	10.28	10.28	Same	Same
19277	19277;SE:19277:44-214:301-1004:+	29422	SE	4.16	4.16	10.28	10.28	Same	Same
19277	19277;SE:19277:44-252:301-1004:+	29422	SE	5.37	5.37	10.28	10.28	Same	Same
19278	19278;SE:19278:44-214:296-1004:+	852	SE	11.35	11.35	7.39	7.39	Same	Same
19279	19279;SE:19279:44-205:297-1004:+	16724	SE	5.3	5.3	7.27	7.27	Same	Same
1927	1927;SE:1927:44-283:305-1004:+	16296	SE	9.01	0.95	8.83	8.83	Destroyed	Same
19280	19280;SE:19280:44-205:303-1004:+	32983	SE	4.56	4.56	7.04	7.04	Same	Same
19281	19281;SE:19281:44-205:264-1004:+	9540	SE	7.57	7.57	9.88	9.88	Same	Same
19282	19282;SE:19282:44-209:301-1004:+	29422	SE	13.62	13.62	10.28	10.28	Same	Same
19282	19282;SE:19282:44-214:301-1004:+	29422	SE	4.16	4.16	10.28	10.28	Same	Same
19282	19282;SE:19282:44-252:301-1004:+	29422	SE	5.37	5.37	10.28	10.28	Same	Same
19282	19282;SE:19282:44-274:301-1004:+	29422	SE	-11.06	-11.06	10.28	10.28	Same	Same
19283	19283;SE:19283:44-219:290-1003:+	29237	SE	9.14	9.14	7.46	7.46	Same	Same
19284	19284;SE:19284:44-205:249-1004:+	1014	SE	7.08	7.08	3.14	3.14	Same	Same
19285	19285;SE:19285:44-230:305-1004:+	6688	SE	7.98	7.98	5.95	5.95	Same	Same
19286	19286;SE:19286:44-205:264-1004:+	2437	SE	10.69	10.69	1.6	1.6	Same	Same
19287	19287;SE:19287:44-215:295-1004:+	2924	SE	10.92	10.92	7.46	7.46	Same	Same
19287	19287;SE:19287:44-177:295-1004:+	2924	SE	-6.47	-6.47	7.46	7.46	Same	Same
19288	19288;SE:19288:44-219:290-1003:+	2702	SE	11.49	11.49	9.49	9.49	Same	Same
19289	19289;SE:19289:44-219:290-1003:+	23637	SE	9.13	9.13	9.46	9.46	Same	Same
19289	19289;SE:19289:44-253:290-1003:+	23637	SE	-1.53	3.84	9.46	9.46	Same	Same
19289	19289;SE:19289:44-243:290-1003:+	23637	SE	-21.45	-38.01	9.46	9.46	Destroyed	Same
1928	1928;SE:1928:44-243:305-1004:+	10725	SE	10.02	10.02	6.36	6.36	Same	Same
1928	1928;SE:1928:44-257:305-1004:+	10725	SE	-26.77	-26.77	6.36	6.36	Same	Same
19290	19290;SE:19290:44-205:246-1004:+	23600	SE	6.84	6.84	6.84	6.84	Same	Same
19290	19290;SE:19290:44-208:246-1004:+	23600	SE	3.47	3.47	6.84	6.84	Same	Same
19291	19291;SE:19291:44-205:265-1004:+	15217	SE	10.69	10.69	4.5	4.5	Same	Same
19291	19291;SE:19291:44-164:265-1004:+	15217	SE	9.73	9.73	4.5	4.5	Same	Same
19292	19292;SE:19292:44-205:243-1004:+	17181	SE	3.01	3.01	9.09	9.09	Same	Same
19293	19293;SE:19293:44-205:276-1004:+	3930	SE	11.49	11.49	9.49	9.49	Same	Same
19294	19294;SE:19294:44-205:276-1004:+	3930	SE	11.49	11.49	9.49	9.49	Same	Same
19295	19295;SE:19295:44-205:274-1004:+	14858	SE	7.1	6.21	10.24	10.24	Same	Same
19295	19295;SE:19295:44-212:274-1004:+	14858	SE	0.48	0.6	10.24	10.24	Same	Same
19296	19296;SE:19296:44-205:262-1004:+	7483	SE	0.08	0.08	1.91	1.91	Same	Same
19296	19296;SE:19296:44-205:312-1004:+	7483	SE	0.08	0.08	4.81	4.81	Same	Same
19297	19297;SE:19297:44-237:305-1004:+	15843	SE	2.42	2.42	9.79	9.79	Same	Same
19297	19297;SE:19297:44-242:305-1004:+	15843	SE	-1.04	-1.04	9.79	9.79	Same	Same
19298	19298;SE:19298:44-214:295-1003:+	2081	SE	9.16	9.16	9.85	9.85	Same	Same
19299	19299;SE:19299:44-230:305-1004:+	6688	SE	7.98	7.98	5.95	5.95	Same	Same
1929	1929;SE:1929:44-227:283-1004:+	12410	SE	10.1	10.1	9.65	9.65	Same	Same
192	192;SE:192:44-225:284-1004:+	4286	SE	10.69	10.69	1.6	1.6	Same	Same
19300	19300;SE:19300:44-223:287-1004:+	22355	SE	8.56	8.56	11.81	11.81	Same	Same
19301	19301;SE:19301:44-231:305-1004:+	3719	SE	7.83	5.04	11.01	11.01	Same	Same
19302	19302;SE:19302:44-248:305-1004:+	27200	SE	0.08	0.08	1.91	1.91	Same	Same
19302	19302;SE:19302:44-250:305-1004:+	27200	SE	-11.85	-11.85	1.91	1.91	Same	Same
19302	19302;SE:19302:44-213:305-1004:+	27200	SE	1.86	1.86	1.91	1.91	Same	Same
19303	19303;SE:19303:44-220:290-1004:+	27389	SE	7.36	7.36	7.96	7.96	Same	Same
19304	19304;SE:19304:44-206:305-1004:+	21552	SE	9.04	9.04	10.07	10.07	Same	Same
19305	19305;SE:19305:44-237:281-1004:+	30306	SE	6.81	5.88	6.03	6.03	Same	Same
19306	19306;SE:19306:44-228:281-1003:+	21227	SE	7.64	7.64	10.75	10.75	Same	Same
19306	19306;SE:19306:44-162:281-1003:+	21227	SE	9.78	9.78	10.75	10.75	Same	Same
19307	19307;SE:19307:44-205:252-1004:+	26501	SE	8.38	8.38	8.14	8.14	Same	Same
19308	19308;SE:19308:44-294:305-1004:+	24441	SE	3.62	3.62	10.65	10.65	Same	Same
19309	19309;SE:19309:44-214:295-1003:+	2081	SE	9.16	9.16	9.85	9.85	Same	Same
1930	1930;SE:1930:44-205:213-1004:+	12959	SE	11.24	11.24	9.85	9.85	Same	Same
19310	19310;SE:19310:44-279:305-1004:+	25757	SE	10.49	10.49	10.28	10.28	Same	Same
19310	19310;SE:19310:44-280:305-1004:+	25757	SE	-9.33	-9.33	10.28	10.28	Same	Same
19311	19311;SE:19311:44-206:303-1003:+	479	SE	10.23	10.23	7.0	7.0	Same	Same
19312	19312;SE:19312:44-205:264-1004:+	2437	SE	10.69	10.69	1.6	1.6	Same	Same
19313	19313;SE:19313:44-210:299-1003:+	19313	SE	5.75	5.75	8.46	8.46	Same	Same
19313	19313;SE:19313:44-226:299-1003:+	19313	SE	0.12	0.12	8.46	8.46	Same	Same
19314	19314;SE:19314:44-206:303-1003:+	479	SE	10.23	10.23	7.0	7.0	Same	Same
19315	19315;SE:19315:44-209:301-1004:+	16137	SE	3.1	3.1	9.06	9.06	Same	Same
19315	19315;SE:19315:44-230:301-1004:+	16137	SE	3.79	3.79	9.06	9.06	Same	Same
19316	19316;SE:19316:44-219:290-1003:+	2354	SE	4.71	4.71	6.8	6.8	Same	Same
19317	19317;SE:19317:44-213:296-1003:+	32481	SE	5.79	5.79	5.73	5.73	Same	Same
19317	19317;SE:19317:44-213:315-1003:+	32481	SE	5.79	5.79	-1.84	-1.84	Same	Same
19318	19318;SE:19318:44-226:283-1003:+	3758	SE	7.85	7.85	11.08	11.08	Same	Same
19319	19319;SE:19319:44-222:305-1004:+	13476	SE	7.67	7.67	8.56	8.56	Same	Same
19319	19319;SE:19319:44-196:305-1004:+	13476	SE	-2.67	4.99	8.56	8.56	Created	Same
19319	19319;SE:19319:44-230:305-1004:+	13476	SE	1.0	1.0	8.56	8.56	Same	Same
1931	1931;SE:1931:44-207:302-1003:+	29517	SE	4.77	4.77	10.86	10.86	Same	Same
19320	19320;SE:19320:44-243:305-1004:+	10725	SE	10.02	10.02	6.36	6.36	Same	Same
19321	19321;SE:19321:44-226:283-1003:+	3758	SE	7.85	7.85	11.08	11.08	Same	Same
19322	19322;SE:19322:44-240:305-1004:+	33292	SE	8.44	8.44	9.22	9.22	Same	Same
19322	19322;SE:19322:44-253:305-1004:+	33292	SE	1.71	1.71	9.22	9.22	Same	Same
19323	19323;SE:19323:44-221:289-1004:+	3147	SE	7.34	7.34	10.29	10.29	Same	Same
19324	19324;SE:19324:44-205:251-1004:+	11151	SE	9.14	9.14	0.99	0.99	Same	Same
19325	19325;SE:19325:44-210:299-1003:+	14607	SE	0.93	0.93	9.16	9.16	Same	Same
19325	19325;SE:19325:44-236:299-1003:+	14607	SE	-6.18	-3.89	9.16	9.16	Same	Same
19326	19326;SE:19326:44-243:305-1004:+	9613	SE	4.74	3.84	9.11	9.11	Same	Same
19327	19327;SE:19327:44-269:305-1004:+	25534	SE	10.61	10.61	9.1	9.1	Same	Same
19328	19328;SE:19328:44-231:278-1003:+	21970	SE	10.95	10.95	10.47	10.47	Same	Same
19328	19328;SE:19328:44-167:278-1003:+	21970	SE	2.19	2.19	10.47	10.47	Same	Same
19328	19328;SE:19328:44-252:278-1003:+	21970	SE	-1.53	-6.09	10.47	10.47	Destroyed	Same
19329	19329;SE:19329:44-205:262-1004:+	7483	SE	0.08	0.08	1.91	1.91	Same	Same
19329	19329;SE:19329:44-205:312-1004:+	7483	SE	0.08	0.08	4.81	4.81	Same	Same
1932	1932;SE:1932:44-206:303-1003:+	1602	SE	7.13	7.13	7.44	7.44	Same	Same
1932	1932;SE:1932:44-264:303-1003:+	1602	SE	1.12	1.78	7.44	7.44	Same	Same
19330	19330;SE:19330:44-205:251-1004:+	11151	SE	9.14	9.14	0.99	0.99	Same	Same
19331	19331;SE:19331:44-216:294-1004:+	3506	SE	12.04	12.04	10.1	10.1	Same	Same
19331	19331;SE:19331:44-160:294-1004:+	3506	SE	3.77	3.77	10.1	10.1	Same	Same
19331	19331;SE:19331:44-184:294-1004:+	3506	SE	-3.57	-3.57	10.1	10.1	Same	Same
19332	19332;SE:19332:44-225:284-1003:+	28045	SE	7.12	7.12	8.92	8.92	Same	Same
19333	19333;SE:19333:44-226:283-1003:+	28748	SE	0.08	0.08	1.91	1.91	Same	Same
19333	19333;SE:19333:44-191:283-1003:+	28748	SE	1.86	1.86	1.91	1.91	Same	Same
19334	19334;SE:19334:44-214:295-1003:+	2081	SE	9.16	9.16	9.85	9.85	Same	Same
19335	19335;SE:19335:44-214:295-1003:+	23841	SE	10.89	10.89	10.67	10.67	Same	Same
19335	19335;SE:19335:44-191:295-1003:+	23841	SE	2.43	2.43	10.67	10.67	Same	Same
19335	19335;SE:19335:44-250:295-1003:+	23841	SE	-1.4	-1.34	10.67	10.67	Same	Same
19336	19336;SE:19336:44-215:295-1004:+	31842	SE	3.8	3.8	6.32	6.32	Same	Same
19337	19337;SE:19337:44-258:305-1004:+	21760	SE	7.15	7.15	6.69	6.69	Same	Same
19338	19338;SE:19338:44-205:304-1003:+	30968	SE	8.97	8.97	10.43	10.43	Same	Same
19338	19338;SE:19338:44-271:304-1003:+	30968	SE	-6.01	-6.14	10.43	10.43	Same	Same
19338	19338;SE:19338:44-208:304-1003:+	30968	SE	6.3	6.3	10.43	10.43	Same	Same
19339	19339;SE:19339:44-205:225-1004:+	31465	SE	11.93	11.93	9.79	9.79	Same	Same
1933	1933;SE:1933:44-228:281-1003:+	21227	SE	7.64	7.64	10.75	10.75	Same	Same
1933	1933;SE:1933:44-162:281-1003:+	21227	SE	9.78	9.78	10.75	10.75	Same	Same
19340	19340;SE:19340:44-222:287-1003:+	29608	SE	4.35	4.35	9.81	9.81	Same	Same
19341	19341;SE:19341:44-219:305-1004:+	22919	SE	5.79	5.79	8.02	8.02	Same	Same
19342	19342;SE:19342:44-279:305-1004:+	25757	SE	10.49	10.49	10.28	10.28	Same	Same
19342	19342;SE:19342:44-280:305-1004:+	25757	SE	-9.33	-9.33	10.28	10.28	Same	Same
19343	19343;SE:19343:44-212:297-1003:+	23196	SE	8.62	8.62	6.99	6.99	Same	Same
19344	19344;SE:19344:44-205:213-1004:+	12959	SE	11.24	11.24	9.85	9.85	Same	Same
19345	19345;SE:19345:44-206:305-1004:+	17483	SE	6.21	6.96	7.48	7.48	Same	Same
19345	19345;SE:19345:44-238:305-1004:+	17483	SE	0.4	0.4	7.48	7.48	Same	Same
19345	19345;SE:19345:44-251:305-1004:+	17483	SE	-3.84	-3.84	7.48	7.48	Same	Same
19346	19346;SE:19346:44-205:264-1004:+	2437	SE	10.69	10.69	1.6	1.6	Same	Same
19347	19347;SE:19347:44-243:305-1004:+	9613	SE	4.74	5.7	9.11	9.11	Same	Same
19348	19348;SE:19348:44-205:264-1004:+	2437	SE	10.69	10.69	1.6	1.6	Same	Same
19349	19349;SE:19349:44-216:305-1004:+	20679	SE	7.18	5.95	11.08	11.08	Same	Same
1934	1934;SE:1934:44-212:298-1004:+	5371	SE	7.95	7.95	7.68	7.68	Same	Same
1934	1934;SE:1934:44-163:298-1004:+	5371	SE	0.83	0.83	7.68	7.68	Same	Same
1934	1934;SE:1934:44-166:298-1004:+	5371	SE	-0.86	-0.86	7.68	7.68	Same	Same
19350	19350;SE:19350:44-272:305-1004:+	27957	SE	7.38	6.96	10.65	10.65	Same	Same
19350	19350;SE:19350:44-276:305-1004:+	27957	SE	-9.49	-9.49	10.65	10.65	Same	Same
19351	19351;SE:19351:44-233:277-1004:+	15937	SE	6.36	6.36	8.69	8.69	Same	Same
19351	19351;SE:19351:44-216:277-1004:+	15937	SE	3.39	3.39	8.69	8.69	Same	Same
19352	19352;SE:19352:44-225:284-1004:+	4286	SE	10.69	10.69	1.6	1.6	Same	Same
19353	19353;SE:19353:44-220:290-1004:+	24976	SE	8.93	8.93	10.47	10.47	Same	Same
19354	19354;SE:19354:44-205:282-1004:+	4123	SE	6.2	3.46	9.89	9.89	Same	Same
19354	19354;SE:19354:44-171:282-1004:+	4123	SE	5.23	5.23	9.89	9.89	Same	Same
19355	19355;SE:19355:44-225:284-1004:+	4286	SE	10.69	10.69	1.6	1.6	Same	Same
19356	19356;SE:19356:44-205:258-1004:+	6483	SE	-0.36	-0.36	11.78	11.78	Same	Same
19357	19357;SE:19357:44-227:283-1004:+	12410	SE	10.1	10.1	9.65	9.65	Same	Same
19358	19358;SE:19358:44-270:305-1004:+	25971	SE	10.14	10.14	7.46	7.46	Same	Same
19359	19359;SE:19359:44-205:251-1004:+	11151	SE	9.14	9.14	0.99	0.99	Same	Same
1935	1935;SE:1935:44-257:305-1004:+	4101	SE	7.85	5.52	6.84	6.84	Same	Same
19360	19360;SE:19360:44-213:305-1004:+	3817	SE	5.57	4.24	7.46	7.46	Same	Same
19360	19360;SE:19360:44-176:305-1004:+	3817	SE	11.21	11.21	7.46	7.46	Same	Same
19361	19361;SE:19361:44-219:290-1003:+	7099	SE	6.22	6.22	9.16	9.16	Same	Same
19362	19362;SE:19362:44-220:290-1004:+	24976	SE	8.93	8.93	10.47	10.47	Same	Same
19363	19363;SE:19363:44-212:297-1003:+	25564	SE	4.3	4.3	8.68	8.68	Same	Same
19364	19364;SE:19364:44-220:289-1003:+	5970	SE	7.1	7.1	10.24	10.24	Same	Same
19365	19365;SE:19365:44-205:246-1004:+	23600	SE	6.84	6.84	6.84	6.84	Same	Same
19365	19365;SE:19365:44-208:246-1004:+	23600	SE	3.47	3.47	6.84	6.84	Same	Same
19366	19366;SE:19366:44-205:264-1004:+	2437	SE	10.69	10.69	1.6	1.6	Same	Same
19367	19367;SE:19367:44-219:290-1003:+	2354	SE	4.71	4.71	6.8	6.8	Same	Same
19368	19368;SE:19368:44-228:281-1003:+	21227	SE	7.64	7.64	10.75	10.75	Same	Same
19368	19368;SE:19368:44-162:281-1003:+	21227	SE	9.78	9.78	10.75	10.75	Same	Same
19369	19369;SE:19369:44-232:305-1004:+	27687	SE	6.8	7.13	6.99	6.99	Same	Same
1936	1936;SE:1936:44-211:299-1004:+	366	SE	8.24	8.24	8.94	8.94	Same	Same
1936	1936;SE:1936:44-253:299-1004:+	366	SE	-3.62	-3.62	8.94	8.94	Same	Same
19370	19370;SE:19370:44-240:305-1004:+	33292	SE	8.44	8.44	9.22	9.22	Same	Same
19370	19370;SE:19370:44-253:305-1004:+	33292	SE	1.71	1.71	9.22	9.22	Same	Same
19371	19371;SE:19371:44-207:302-1003:+	29517	SE	4.77	4.77	10.86	10.86	Same	Same
19372	19372;SE:19372:44-212:298-1004:+	5371	SE	7.95	7.95	7.68	7.68	Same	Same
19372	19372;SE:19372:44-166:298-1004:+	5371	SE	-0.86	-0.86	7.68	7.68	Same	Same
19372	19372;SE:19372:44-163:298-1004:+	5371	SE	0.83	0.83	7.68	7.68	Same	Same
19373	19373;SE:19373:44-205:258-1004:+	28937	SE	6.82	6.82	7.7	7.7	Same	Same
19374	19374;SE:19374:44-205:282-1004:+	4123	SE	6.2	6.2	9.89	9.89	Same	Same
19374	19374;SE:19374:44-171:282-1004:+	4123	SE	5.23	5.23	9.89	9.89	Same	Same
19375	19375;SE:19375:44-206:304-1004:+	16599	SE	7.52	7.52	8.68	8.68	Same	Same
19375	19375;SE:19375:44-160:304-1004:+	16599	SE	4.88	4.88	8.68	8.68	Same	Same
19375	19375;SE:19375:44-213:304-1004:+	16599	SE	-3.52	-3.52	8.68	8.68	Same	Same
19375	19375;SE:19375:44-132:304-1004:+	16599	SE	5.87	5.87	8.68	8.68	Same	Same
19376	19376;SE:19376:44-232:278-1004:+	4433	SE	11.11	11.11	8.55	8.55	Same	Same
19376	19376;SE:19376:44-258:278-1004:+	4433	SE	-12.63	-12.63	8.55	8.55	Same	Same
19377	19377;SE:19377:44-205:257-1004:+	14395	SE	6.95	6.95	9.49	9.49	Same	Same
19378	19378;SE:19378:44-213:296-1003:+	21519	SE	7.19	6.88	9.48	9.48	Same	Same
19379	19379;SE:19379:44-272:305-1004:+	8595	SE	8.9	8.9	9.45	9.45	Same	Same
19379	19379;SE:19379:44-284:305-1004:+	8595	SE	-17.85	-17.85	9.45	9.45	Same	Same
1937	1937;SE:1937:44-207:303-1004:+	1987	SE	8.82	6.72	6.99	6.99	Same	Same
1937	1937;SE:1937:44-211:303-1004:+	1987	SE	6.55	5.24	6.99	6.99	Same	Same
1937	1937;SE:1937:44-159:303-1004:+	1987	SE	10.11	10.11	6.99	6.99	Same	Same
19380	19380;SE:19380:44-205:252-1004:+	14003	SE	8.68	8.68	10.47	10.47	Same	Same
19380	19380;SE:19380:44-216:252-1004:+	14003	SE	6.32	6.32	10.47	10.47	Same	Same
19381	19381;SE:19381:44-220:289-1003:+	19067	SE	7.9	7.9	7.67	7.67	Same	Same
19382	19382;SE:19382:44-209:301-1004:+	24017	SE	7.73	7.73	10.91	10.91	Same	Same
19383	19383;SE:19383:44-205:304-1003:+	30968	SE	8.97	8.97	10.43	10.43	Same	Same
19383	19383;SE:19383:44-271:304-1003:+	30968	SE	-6.01	-6.01	10.43	10.43	Same	Same
19383	19383;SE:19383:44-208:304-1003:+	30968	SE	6.3	6.3	10.43	10.43	Same	Same
19384	19384;SE:19384:44-254:305-1004:+	21586	SE	10.59	2.67	10.47	10.47	Same	Same
19384	19384;SE:19384:44-247:305-1004:+	21586	SE	2.05	9.68	10.47	10.47	Created	Same
19385	19385;SE:19385:44-205:287-1004:+	30120	SE	6.41	6.41	2.99	2.99	Same	Same
19386	19386;SE:19386:44-218:292-1004:+	20209	SE	7.05	7.05	7.83	7.83	Same	Same
19387	19387;SE:19387:44-217:292-1003:+	4333	SE	7.98	7.98	5.95	5.95	Same	Same
19388	19388;SE:19388:44-237:281-1004:+	30306	SE	6.81	5.14	6.03	6.03	Same	Same
19388	19388;SE:19388:44-206:281-1004:+	30306	SE	7.63	7.63	6.03	6.03	Same	Same
19389	19389;SE:19389:44-240:269-1003:+	28323	SE	10.51	10.22	5.84	5.84	Same	Same
19389	19389;SE:19389:44-161:269-1003:+	28323	SE	8.36	8.36	5.84	5.84	Same	Same
1938	1938;SE:1938:44-205:262-1004:+	7483	SE	0.08	0.08	1.91	1.91	Same	Same
1938	1938;SE:1938:44-207:312-1004:+	7483	SE	-11.85	-11.85	4.81	4.81	Same	Same
1938	1938;SE:1938:44-205:312-1004:+	7483	SE	0.08	0.08	4.81	4.81	Same	Same
19390	19390;SE:19390:44-227:282-1003:+	19390	SE	9.34	9.34	7.04	7.04	Same	Same
19391	19391;SE:19391:44-205:251-1004:+	11151	SE	9.14	9.14	0.99	0.99	Same	Same
19392	19392;SE:19392:44-258:305-1004:+	21760	SE	7.15	5.16	6.69	6.69	Same	Same
19392	19392;SE:19392:44-195:305-1004:+	21760	SE	3.24	3.24	6.69	6.69	Same	Same
19392	19392;SE:19392:44-265:305-1004:+	21760	SE	-4.5	-4.5	6.69	6.69	Same	Same
19393	19393;SE:19393:44-297:305-1004:+	9246	SE	9.52	9.52	10.47	10.47	Same	Same
19394	19394;SE:19394:44-219:290-1003:+	23637	SE	9.13	9.13	9.46	9.46	Same	Same
19394	19394;SE:19394:44-243:290-1003:+	23637	SE	-21.45	-21.45	9.46	9.46	Same	Same
19395	19395;SE:19395:44-228:262-1003:+	26446	SE	9.41	9.41	4.34	4.34	Same	Same
19396	19396;SE:19396:44-211:299-1004:+	366	SE	8.24	8.24	8.94	8.94	Same	Same
19397	19397;SE:19397:44-219:290-1003:+	2354	SE	4.71	4.71	6.8	6.8	Same	Same
19398	19398;SE:19398:44-219:290-1003:+	7099	SE	6.22	6.22	9.16	9.16	Same	Same
19399	19399;SE:19399:44-232:278-1004:+	4433	SE	11.11	11.11	8.55	8.55	Same	Same
19399	19399;SE:19399:44-258:278-1004:+	4433	SE	-12.63	-14.22	8.55	8.55	Same	Same
1939	1939;SE:1939:44-213:305-1004:+	3817	SE	5.57	5.57	7.46	7.46	Same	Same
1939	1939;SE:1939:44-176:221-1004:+	3817	SE	11.21	11.21	6.06	6.06	Same	Same
1939	1939;SE:1939:44-176:305-1004:+	3817	SE	11.21	11.21	7.46	7.46	Same	Same
193	193;SE:193:44-205:276-1004:+	3930	SE	11.49	3.13	9.49	9.49	Destroyed	Same
193	193;SE:193:44-214:276-1004:+	3930	SE	-8.6	-1.75	9.49	9.49	Same	Same
19400	19400;SE:19400:44-245:305-1004:+	7511	SE	8.88	8.88	8.88	8.88	Same	Same
19401	19401;SE:19401:44-270:305-1004:+	25971	SE	10.14	10.14	7.46	7.46	Same	Same
19402	19402;SE:19402:44-205:282-1004:+	4123	SE	6.2	5.17	9.89	9.89	Same	Same
19402	19402;SE:19402:44-171:282-1004:+	4123	SE	5.23	5.23	9.89	9.89	Same	Same
19403	19403;SE:19403:44-215:295-1004:+	14030	SE	8.45	8.45	3.45	3.45	Same	Same
19403	19403;SE:19403:44-226:295-1004:+	14030	SE	2.1	2.1	3.45	3.45	Same	Same
19404	19404;SE:19404:44-212:298-1004:+	5371	SE	7.95	7.95	7.68	7.68	Same	Same
19404	19404;SE:19404:44-166:298-1004:+	5371	SE	-0.86	-0.86	7.68	7.68	Same	Same
19404	19404;SE:19404:44-163:298-1004:+	5371	SE	0.83	0.83	7.68	7.68	Same	Same
19405	19405;SE:19405:44-222:305-1004:+	13476	SE	7.67	7.67	8.56	8.56	Same	Same
19405	19405;SE:19405:44-230:305-1004:+	13476	SE	1.0	1.0	8.56	8.56	Same	Same
19406	19406;SE:19406:44-233:305-1004:+	19533	SE	8.33	8.33	4.82	4.82	Same	Same
19406	19406;SE:19406:44-157:305-1004:+	19533	SE	7.36	7.36	4.82	4.82	Same	Same
19407	19407;SE:19407:44-205:304-1003:+	25281	SE	9.74	9.74	11.01	11.01	Same	Same
19407	19407;SE:19407:44-264:304-1003:+	25281	SE	7.22	3.37	11.01	11.01	Same	Same
19407	19407;SE:19407:44-253:304-1003:+	25281	SE	0.04	7.63	11.01	11.01	Created	Same
19408	19408;SE:19408:44-247:305-1004:+	23536	SE	9.52	9.52	9.6	9.6	Same	Same
19409	19409;SE:19409:44-219:305-1004:+	24134	SE	8.37	7.98	0.23	0.23	Same	Same
1940	1940;SE:1940:44-205:264-1004:+	2437	SE	10.69	10.69	1.6	1.6	Same	Same
19410	19410;SE:19410:44-207:303-1004:+	8154	SE	7.52	7.52	10.67	10.67	Same	Same
19410	19410;SE:19410:44-170:303-1004:+	8154	SE	2.26	2.26	10.67	10.67	Same	Same
19410	19410;SE:19410:44-161:303-1004:+	8154	SE	7.89	7.89	10.67	10.67	Same	Same
19411	19411;SE:19411:44-217:292-1003:+	12693	SE	7.19	7.19	5.26	5.26	Same	Same
19411	19411;SE:19411:44-228:292-1003:+	12693	SE	1.97	-0.5	5.26	5.26	Same	Same
19412	19412;SE:19412:44-205:282-1004:+	258	SE	7.79	7.79	8.3	8.3	Same	Same
19413	19413;SE:19413:44-218:292-1004:+	20209	SE	7.05	7.05	7.83	7.83	Same	Same
19414	19414;SE:19414:44-213:296-1003:+	28046	SE	9.58	9.84	7.87	7.87	Same	Same
19415	19415;SE:19415:44-205:243-1004:+	14406	SE	11.04	11.04	2.34	2.34	Same	Same
19416	19416;SE:19416:44-213:296-1003:+	30615	SE	13.21	13.21	6.92	6.92	Same	Same
19416	19416;SE:19416:44-166:296-1003:+	30615	SE	7.32	7.32	6.92	6.92	Same	Same
19417	19417;SE:19417:44-219:290-1003:+	23637	SE	9.13	9.13	9.46	9.46	Same	Same
19417	19417;SE:19417:44-243:290-1003:+	23637	SE	-21.45	-21.45	9.46	9.46	Same	Same
19418	19418;SE:19418:44-220:290-1004:+	27389	SE	7.36	7.36	7.96	7.96	Same	Same
19419	19419;SE:19419:44-279:305-1004:+	6823	SE	9.6	9.6	10.28	10.28	Same	Same
19419	19419;SE:19419:44-280:305-1004:+	6823	SE	-9.77	-9.77	10.28	10.28	Same	Same
1941	1941;SE:1941:44-207:302-1003:+	5495	SE	4.56	4.56	11.01	11.01	Same	Same
1941	1941;SE:1941:44-175:302-1003:+	5495	SE	3.54	3.54	11.01	11.01	Same	Same
19420	19420;SE:19420:44-279:305-1004:+	6823	SE	9.6	9.6	10.28	10.28	Same	Same
19420	19420;SE:19420:44-280:305-1004:+	6823	SE	-9.77	-9.77	10.28	10.28	Same	Same
19421	19421;SE:19421:44-227:283-1004:+	11733	SE	6.9	6.9	6.9	6.9	Same	Same
19421	19421;SE:19421:44-176:283-1004:+	11733	SE	-2.92	-2.92	6.9	6.9	Same	Same
19422	19422;SE:19422:44-219:305-1004:+	22919	SE	5.79	7.08	8.02	8.02	Same	Same
19423	19423;SE:19423:44-217:292-1003:+	4333	SE	7.98	7.98	5.95	5.95	Same	Same
19423	19423;SE:19423:44-250:292-1003:+	4333	SE	6.59	4.31	5.95	5.95	Same	Same
19424	19424;SE:19424:44-205:237-1004:+	5172	SE	7.38	7.38	6.51	6.51	Same	Same
19425	19425;SE:19425:44-205:259-1004:+	3333	SE	10.56	10.56	8.4	8.4	Same	Same
19426	19426;SE:19426:44-205:252-1004:+	14003	SE	8.68	8.68	10.47	10.47	Same	Same
19426	19426;SE:19426:44-216:252-1004:+	14003	SE	6.32	6.32	10.47	10.47	Same	Same
19427	19427;SE:19427:44-205:228-1004:+	18205	SE	-0.12	-0.12	9.27	9.27	Same	Same
19428	19428;SE:19428:44-205:267-1004:+	13380	SE	8.52	8.52	6.36	6.36	Same	Same
19429	19429;SE:19429:44-211:298-1003:+	13565	SE	6.71	6.71	10.22	10.22	Same	Same
19429	19429;SE:19429:44-267:298-1003:+	13565	SE	5.08	5.08	10.22	10.22	Same	Same
