group_id	event_id	ref_id	event_type	long_3SS_ref_maxEntScan	long_3SS_var_maxEntScan	short_3SS_ref_maxEntScan	short_3SS_var_maxEntScan	long_3SS_status	short_3SS_status
16491	16491;A3:16491:44-162:44-223:+	29291	A3	5.13	5.13	9.26	9.26	Same	Same
16492	16492;A3:16492:44-157:44-233:+	19533	A3	7.36	7.36	8.33	8.33	Same	Same
16496	16496;A3:16496:44-176:44-227:+	11733	A3	-2.92	-2.92	6.9	6.9	Same	Same
164	164;A3:164:44-242:44-246:+	24819	A3	6.36	6.36	-2.04	-2.04	Same	Same
16500	16500;A3:16500:44-158:44-208:+	4705	A3	10.25	10.25	4.51	4.51	Same	Same
16505	16505;A3:16505:44-205:44-216:+	14003	A3	8.68	8.68	6.32	4.21	Same	Same
16506	16506;A3:16506:44-186:44-262:+	18615	A3	5.03	5.03	8.23	8.74	Same	Same
16508	16508;A3:16508:44-212:44-229:+	3543	A3	9.75	9.75	6.25	6.25	Same	Same
1650	1650;A3:1650:44-132:44-227:+	11733	A3	5.87	5.87	6.9	6.9	Same	Same
1650	1650;A3:1650:44-132:44-176:+	11733	A3	5.87	5.87	-2.92	-2.92	Same	Same
1650	1650;A3:1650:44-176:44-227:+	11733	A3	-2.92	-2.92	6.9	6.9	Same	Same
16511	16511;A3:16511:44-214:44-218:+	2596	A3	5.4	5.4	-15.1	-15.1	Same	Same
16515	16515;A3:16515:44-205:44-271:+	30968	A3	8.97	8.97	-6.01	-7.55	Same	Same
16515	16515;A3:16515:44-205:44-208:+	30968	A3	8.97	8.97	6.3	6.3	Same	Same
16515	16515;A3:16515:44-208:44-271:+	30968	A3	6.3	6.3	-6.01	-7.55	Same	Same
16516	16516;A3:16516:44-163:44-212:+	5371	A3	0.83	0.83	7.95	7.95	Same	Same
16516	16516;A3:16516:44-163:44-166:+	5371	A3	0.83	0.83	-0.86	-0.86	Same	Same
16516	16516;A3:16516:44-158:44-212:+	5371	A3	2.72	2.72	7.95	7.95	Same	Same
16516	16516;A3:16516:44-158:44-163:+	5371	A3	2.72	2.72	0.83	0.83	Same	Same
16516	16516;A3:16516:44-158:44-166:+	5371	A3	2.72	2.72	-0.86	-0.86	Same	Same
16516	16516;A3:16516:44-166:44-212:+	5371	A3	-0.86	-0.86	7.95	7.95	Same	Same
16517	16517;A3:16517:44-178:44-225:+	4286	A3	7.14	7.14	10.69	10.69	Same	Same
16518	16518;A3:16518:44-211:44-267:+	13565	A3	6.71	6.71	5.08	7.16	Same	Same
16521	16521;A3:16521:44-161:44-228:+	22223	A3	10.3	10.3	13.0	13.0	Same	Same
16525	16525;A3:16525:44-205:44-237:+	18755	A3	8.45	8.45	-1.76	-1.76	Same	Same
16525	16525;A3:16525:44-205:44-216:+	18755	A3	8.45	8.45	2.1	2.1	Same	Same
16525	16525;A3:16525:44-216:44-237:+	18755	A3	2.1	2.1	-1.76	-1.76	Same	Same
16527	16527;A3:16527:44-162:44-223:+	29291	A3	5.13	5.13	9.26	9.26	Same	Same
16528	16528;A3:16528:44-201:44-228:+	14571	A3	7.7	7.7	9.88	7.8	Same	Same
16532	16532;A3:16532:44-162:44-228:+	21227	A3	9.78	9.78	7.64	7.64	Same	Same
16533	16533;A3:16533:44-205:44-216:+	14003	A3	8.68	8.68	6.32	6.32	Same	Same
16535	16535;A3:16535:44-248:44-250:+	27200	A3	0.08	0.08	-11.85	-11.85	Same	Same
16535	16535;A3:16535:44-213:44-248:+	27200	A3	1.86	1.86	0.08	0.08	Same	Same
16535	16535;A3:16535:44-213:44-250:+	27200	A3	1.86	1.86	-11.85	-11.85	Same	Same
16538	16538;A3:16538:44-161:44-256:+	12577	A3	6.63	6.63	4.78	-1.68	Same	Same
16538	16538;A3:16538:44-158:44-256:+	12577	A3	9.48	9.48	4.78	-1.68	Same	Same
16538	16538;A3:16538:44-158:44-161:+	12577	A3	9.48	9.48	6.63	6.63	Same	Same
16539	16539;A3:16539:44-160:44-206:+	16599	A3	4.88	4.88	7.52	7.52	Same	Same
16540	16540;A3:16540:44-205:44-212:+	14858	A3	7.1	7.35	0.48	0.48	Same	Same
16545	16545;A3:16545:44-207:44-249:+	8154	A3	7.52	7.52	-20.99	-20.99	Same	Same
16545	16545;A3:16545:44-207:44-237:+	8154	A3	7.52	7.52	-2.03	-2.03	Same	Same
16545	16545;A3:16545:44-161:44-207:+	8154	A3	7.89	7.89	7.52	7.52	Same	Same
16545	16545;A3:16545:44-161:44-249:+	8154	A3	7.89	7.89	-20.99	-20.99	Same	Same
16545	16545;A3:16545:44-161:44-237:+	8154	A3	7.89	7.89	-2.03	-2.03	Same	Same
16545	16545;A3:16545:44-237:44-249:+	8154	A3	-2.03	-2.03	-20.99	-20.99	Same	Same
16547	16547;A3:16547:44-205:44-271:+	30968	A3	8.97	8.97	-6.01	2.65	Same	Same
16547	16547;A3:16547:44-205:44-208:+	30968	A3	8.97	8.97	6.3	6.3	Same	Same
16547	16547;A3:16547:44-205:44-223:+	30968	A3	8.97	8.97	-2.45	-2.45	Same	Same
16547	16547;A3:16547:44-208:44-271:+	30968	A3	6.3	6.3	-6.01	2.65	Same	Same
16547	16547;A3:16547:44-208:44-223:+	30968	A3	6.3	6.3	-2.45	-2.45	Same	Same
16547	16547;A3:16547:44-223:44-271:+	30968	A3	-2.45	-2.45	-6.01	2.65	Same	Same
16548	16548;A3:16548:44-272:44-276:+	27957	A3	7.38	8.09	-9.49	-9.02	Same	Same
16548	16548;A3:16548:44-166:44-272:+	27957	A3	9.37	9.37	7.38	8.09	Same	Same
16548	16548;A3:16548:44-166:44-276:+	27957	A3	9.37	9.37	-9.49	-9.02	Same	Same
1654	1654;A3:1654:44-216:44-230:+	20679	A3	7.18	7.18	0.04	0.04	Same	Same
16551	16551;A3:16551:44-205:44-214:+	15578	A3	1.5	1.5	3.5	3.5	Same	Same
16555	16555;A3:16555:44-219:44-243:+	23637	A3	9.13	9.13	-21.45	-21.45	Same	Same
16556	16556;A3:16556:44-270:44-276:+	32022	A3	3.57	3.57	-5.06	-5.06	Same	Same
16558	16558;A3:16558:44-205:44-208:+	23600	A3	6.84	6.84	3.47	3.47	Same	Same
16561	16561;A3:16561:44-160:44-216:+	3506	A3	3.77	3.77	12.04	12.04	Same	Same
16561	16561;A3:16561:44-160:44-184:+	3506	A3	3.77	3.77	-3.57	-3.57	Same	Same
16561	16561;A3:16561:44-184:44-216:+	3506	A3	-3.57	-3.57	12.04	12.04	Same	Same
16564	16564;A3:16564:44-219:44-243:+	23637	A3	9.13	9.13	-21.45	-11.3	Same	Same
16566	16566;A3:16566:44-207:44-213:+	323	A3	3.96	3.96	3.78	0.59	Same	Same
16568	16568;A3:16568:44-205:44-212:+	14858	A3	7.1	7.1	0.48	0.48	Same	Same
16569	16569;A3:16569:44-164:44-205:+	30103	A3	8.01	8.01	8.33	8.33	Same	Same
1656	1656;A3:1656:44-210:44-225:+	20936	A3	6.48	6.48	-0.94	-0.94	Same	Same
16571	16571;A3:16571:44-176:44-213:+	3817	A3	11.21	11.21	5.57	7.07	Same	Same
16574	16574;A3:16574:44-275:44-285:+	30044	A3	-11.01	5.55	11.93	5.84	Created	Same
16578	16578;A3:16578:44-191:44-226:+	28748	A3	1.86	1.86	0.08	0.08	Same	Same
16579	16579;A3:16579:44-176:44-213:+	3817	A3	11.21	11.21	5.57	5.24	Same	Same
16581	16581;A3:16581:44-209:44-225:+	15458	A3	11.55	11.55	7.43	7.43	Same	Same
16581	16581;A3:16581:44-160:44-209:+	15458	A3	8.08	8.08	11.55	11.55	Same	Same
16581	16581;A3:16581:44-160:44-225:+	15458	A3	8.08	8.08	7.43	7.43	Same	Same
16583	16583;A3:16583:44-163:44-212:+	5371	A3	0.83	0.83	7.95	7.95	Same	Same
16583	16583;A3:16583:44-163:44-166:+	5371	A3	0.83	0.83	-0.86	-0.86	Same	Same
16583	16583;A3:16583:44-166:44-212:+	5371	A3	-0.86	-0.86	7.95	7.95	Same	Same
16587	16587;A3:16587:44-161:44-240:+	28323	A3	8.36	8.36	10.51	10.51	Same	Same
16590	16590;A3:16590:44-213:44-245:+	21572	A3	8.16	8.16	-11.49	-6.25	Same	Same
16594	16594;A3:16594:44-212:44-250:+	398	A3	8.37	8.37	10.62	10.62	Same	Same
16598	16598;A3:16598:44-210:44-236:+	14607	A3	0.93	0.93	-6.18	-4.43	Same	Same
16599	16599;A3:16599:44-160:44-206:+	16599	A3	4.88	4.88	7.52	7.52	Same	Same
165	165;A3:165:44-207:44-260:+	29517	A3	4.77	4.77	-0.54	-0.54	Same	Same
16601	16601;A3:16601:44-230:44-232:+	1853	A3	10.95	8.33	-0.23	-2.44	Same	Same
16605	16605;A3:16605:44-208:44-237:+	9442	A3	3.48	3.56	4.91	4.91	Same	Same
16605	16605;A3:16605:44-208:44-213:+	9442	A3	3.48	3.56	-0.68	-0.92	Same	Same
16605	16605;A3:16605:44-213:44-237:+	9442	A3	-0.68	-0.92	4.91	4.91	Same	Same
1660	1660;A3:1660:44-231:44-235:+	23272	A3	1.71	1.71	0.37	0.37	Same	Same
16613	16613;A3:16613:44-205:44-216:+	14003	A3	8.68	8.68	6.32	6.32	Same	Same
16616	16616;A3:16616:44-205:44-271:+	30968	A3	8.97	8.97	-6.01	-6.01	Same	Same
16616	16616;A3:16616:44-205:44-208:+	30968	A3	8.97	8.97	6.3	6.3	Same	Same
16616	16616;A3:16616:44-208:44-271:+	30968	A3	6.3	6.3	-6.01	-6.01	Same	Same
16617	16617;A3:16617:44-205:44-271:+	30968	A3	8.97	8.97	-6.01	-9.29	Same	Same
16617	16617;A3:16617:44-205:44-208:+	30968	A3	8.97	8.97	6.3	6.3	Same	Same
16617	16617;A3:16617:44-208:44-271:+	30968	A3	6.3	6.3	-6.01	-9.29	Same	Same
16619	16619;A3:16619:44-208:44-237:+	9442	A3	3.48	2.05	4.91	4.91	Same	Same
16619	16619;A3:16619:44-208:44-213:+	9442	A3	3.48	2.05	-0.68	-0.68	Same	Same
16619	16619;A3:16619:44-213:44-237:+	9442	A3	-0.68	-0.68	4.91	4.91	Same	Same
1662	1662;A3:1662:44-160:44-205:+	28873	A3	8.31	8.31	9.61	9.57	Same	Same
16632	16632;A3:16632:44-176:44-227:+	11733	A3	-2.92	-2.92	6.9	6.9	Same	Same
16633	16633;A3:16633:44-206:44-238:+	17483	A3	6.21	6.21	0.4	-16.24	Same	Destroyed
16633	16633;A3:16633:44-206:44-265:+	17483	A3	6.21	6.21	0.47	0.47	Same	Same
16633	16633;A3:16633:44-206:44-251:+	17483	A3	6.21	6.21	-3.84	0.92	Same	Same
16633	16633;A3:16633:44-238:44-265:+	17483	A3	0.4	-16.24	0.47	0.47	Destroyed	Same
16633	16633;A3:16633:44-238:44-251:+	17483	A3	0.4	-16.24	-3.84	0.92	Destroyed	Same
16633	16633;A3:16633:44-251:44-265:+	17483	A3	-3.84	0.92	0.47	0.47	Same	Same
16635	16635;A3:16635:44-164:44-205:+	15217	A3	9.73	9.73	10.69	10.69	Same	Same
16636	16636;A3:16636:44-210:44-226:+	19313	A3	5.75	5.75	0.12	0.12	Same	Same
16639	16639;A3:16639:44-163:44-205:+	20600	A3	5.69	5.69	10.83	10.83	Same	Same
16641	16641;A3:16641:44-132:44-227:+	11733	A3	5.87	5.87	6.9	6.9	Same	Same
16641	16641;A3:16641:44-132:44-176:+	11733	A3	5.87	5.87	-2.92	-2.92	Same	Same
16641	16641;A3:16641:44-176:44-227:+	11733	A3	-2.92	-2.92	6.9	6.9	Same	Same
16642	16642;A3:16642:44-160:44-212:+	14612	A3	7.85	7.85	6.57	6.57	Same	Same
16643	16643;A3:16643:44-191:44-226:+	28748	A3	1.86	1.86	0.08	0.08	Same	Same
16645	16645;A3:16645:44-214:44-222:+	23841	A3	10.89	10.89	-6.16	-6.16	Same	Same
16645	16645;A3:16645:44-214:44-250:+	23841	A3	10.89	10.89	-1.4	9.36	Same	Same
16645	16645;A3:16645:44-222:44-250:+	23841	A3	-6.16	-6.16	-1.4	9.36	Same	Same
16645	16645;A3:16645:44-191:44-214:+	23841	A3	2.43	2.43	10.89	10.89	Same	Same
16645	16645;A3:16645:44-191:44-222:+	23841	A3	2.43	2.43	-6.16	-6.16	Same	Same
16645	16645;A3:16645:44-191:44-250:+	23841	A3	2.43	2.43	-1.4	9.36	Same	Same
16648	16648;A3:16648:44-248:44-250:+	27200	A3	0.08	-7.96	-11.85	-9.32	Destroyed	Same
16648	16648;A3:16648:44-248:44-254:+	27200	A3	0.08	-7.96	-13.7	-6.88	Destroyed	Same
16648	16648;A3:16648:44-250:44-254:+	27200	A3	-11.85	-9.32	-13.7	-6.88	Same	Same
16648	16648;A3:16648:44-201:44-248:+	27200	A3	-3.25	-3.25	0.08	-7.96	Same	Destroyed
16648	16648;A3:16648:44-201:44-250:+	27200	A3	-3.25	-3.25	-11.85	-9.32	Same	Same
16648	16648;A3:16648:44-201:44-254:+	27200	A3	-3.25	-3.25	-13.7	-6.88	Same	Same
16648	16648;A3:16648:44-201:44-213:+	27200	A3	-3.25	-3.25	1.86	1.86	Same	Same
16648	16648;A3:16648:44-213:44-248:+	27200	A3	1.86	1.86	0.08	-7.96	Same	Destroyed
16648	16648;A3:16648:44-213:44-250:+	27200	A3	1.86	1.86	-11.85	-9.32	Same	Same
16648	16648;A3:16648:44-213:44-254:+	27200	A3	1.86	1.86	-13.7	-6.88	Same	Same
1664	1664;A3:1664:44-164:44-253:+	10145	A3	6.42	6.42	6.95	6.95	Same	Same
16650	16650;A3:16650:44-201:44-228:+	14571	A3	7.7	7.7	9.88	9.88	Same	Same
16655	16655;A3:16655:44-205:44-206:+	5345	A3	9.6	9.6	-9.77	-9.77	Same	Same
16656	16656;A3:16656:44-176:44-227:+	11733	A3	-2.92	-2.92	6.9	6.9	Same	Same
16657	16657;A3:16657:44-160:44-216:+	3506	A3	3.77	3.77	12.04	12.04	Same	Same
16657	16657;A3:16657:44-160:44-184:+	3506	A3	3.77	3.77	-3.57	-3.57	Same	Same
16657	16657;A3:16657:44-184:44-216:+	3506	A3	-3.57	-3.57	12.04	12.04	Same	Same
16658	16658;A3:16658:44-225:44-245:+	31177	A3	-1.06	-1.06	5.42	5.42	Same	Same
16658	16658;A3:16658:44-220:44-225:+	31177	A3	-3.21	-3.21	-1.06	-1.06	Same	Same
16658	16658;A3:16658:44-220:44-245:+	31177	A3	-3.21	-3.21	5.42	5.42	Same	Same
1665	1665;A3:1665:44-231:44-235:+	23272	A3	1.71	-7.88	0.37	-6.31	Same	Same
1665	1665;A3:1665:44-229:44-231:+	23272	A3	-12.7	4.42	1.71	-7.88	Created	Same
1665	1665;A3:1665:44-229:44-235:+	23272	A3	-12.7	4.42	0.37	-6.31	Created	Same
16661	16661;A3:16661:44-159:44-206:+	479	A3	9.75	9.75	10.23	10.23	Same	Same
16662	16662;A3:16662:44-210:44-226:+	19313	A3	5.75	5.75	0.12	0.12	Same	Same
16663	16663;A3:16663:44-216:44-233:+	15937	A3	3.39	3.39	6.36	6.36	Same	Same
16664	16664;A3:16664:44-191:44-226:+	28748	A3	1.86	1.86	0.08	0.08	Same	Same
16665	16665;A3:16665:44-214:44-217:+	13913	A3	6.43	6.43	1.78	1.78	Same	Same
16666	16666;A3:16666:44-210:44-224:+	9404	A3	7.18	5.23	0.04	0.04	Same	Same
16668	16668;A3:16668:44-173:44-205:+	32983	A3	1.75	1.75	4.56	4.56	Same	Same
16675	16675;A3:16675:44-162:44-228:+	21227	A3	9.78	9.78	7.64	7.64	Same	Same
16677	16677;A3:16677:44-243:44-250:+	3666	A3	8.25	8.25	-3.65	-4.23	Same	Same
16677	16677;A3:16677:44-243:44-244:+	3666	A3	8.25	8.25	-13.13	-13.13	Same	Same
16677	16677;A3:16677:44-243:44-248:+	3666	A3	8.25	8.25	-28.15	-29.13	Same	Same
16677	16677;A3:16677:44-244:44-250:+	3666	A3	-13.13	-13.13	-3.65	-4.23	Same	Same
16677	16677;A3:16677:44-244:44-248:+	3666	A3	-13.13	-13.13	-28.15	-29.13	Same	Same
16677	16677;A3:16677:44-248:44-250:+	3666	A3	-28.15	-29.13	-3.65	-4.23	Same	Same
16679	16679;A3:16679:44-176:44-230:+	23687	A3	-7.47	9.17	-1.27	-1.27	Created	Same
16680	16680;A3:16680:44-164:44-253:+	10145	A3	6.42	6.42	6.95	6.95	Same	Same
16681	16681;A3:16681:44-164:44-227:+	17269	A3	9.47	9.47	10.66	10.66	Same	Same
16682	16682;A3:16682:44-198:44-219:+	54	A3	2.12	2.12	7.27	7.27	Same	Same
16684	16684;A3:16684:44-212:44-250:+	398	A3	8.37	8.37	10.62	10.62	Same	Same
16685	16685;A3:16685:44-169:44-227:+	32534	A3	6.6	6.6	4.98	4.98	Same	Same
16688	16688;A3:16688:44-218:44-225:+	20209	A3	7.05	7.05	0.49	0.49	Same	Same
16688	16688;A3:16688:44-218:44-245:+	20209	A3	7.05	7.05	6.35	6.84	Same	Same
16688	16688;A3:16688:44-225:44-245:+	20209	A3	0.49	0.49	6.35	6.84	Same	Same
16688	16688;A3:16688:44-132:44-218:+	20209	A3	5.87	5.87	7.05	7.05	Same	Same
16688	16688;A3:16688:44-132:44-225:+	20209	A3	5.87	5.87	0.49	0.49	Same	Same
16688	16688;A3:16688:44-132:44-245:+	20209	A3	5.87	5.87	6.35	6.84	Same	Same
16689	16689;A3:16689:44-207:44-211:+	1987	A3	8.82	8.82	6.55	6.55	Same	Same
16689	16689;A3:16689:44-159:44-207:+	1987	A3	10.11	10.11	8.82	8.82	Same	Same
16689	16689;A3:16689:44-159:44-211:+	1987	A3	10.11	10.11	6.55	6.55	Same	Same
1668	1668;A3:1668:44-220:44-227:+	5970	A3	7.1	7.1	0.48	0.48	Same	Same
16690	16690;A3:16690:44-164:44-227:+	17269	A3	9.47	9.47	10.66	10.66	Same	Same
16693	16693;A3:16693:44-160:44-205:+	28873	A3	8.31	8.31	9.61	8.39	Same	Same
16696	16696;A3:16696:44-214:44-250:+	23841	A3	10.89	10.89	-1.4	-1.4	Same	Same
16696	16696;A3:16696:44-191:44-214:+	23841	A3	2.43	2.43	10.89	10.89	Same	Same
16696	16696;A3:16696:44-191:44-250:+	23841	A3	2.43	2.43	-1.4	-1.4	Same	Same
16701	16701;A3:16701:44-158:44-228:+	20375	A3	11.65	11.65	4.58	4.58	Same	Same
16705	16705;A3:16705:44-212:44-241:+	5371	A3	7.95	7.95	7.47	7.47	Same	Same
16705	16705;A3:16705:44-163:44-212:+	5371	A3	0.83	0.83	7.95	7.95	Same	Same
16705	16705;A3:16705:44-163:44-241:+	5371	A3	0.83	0.83	7.47	7.47	Same	Same
16705	16705;A3:16705:44-163:44-166:+	5371	A3	0.83	0.83	-0.86	-0.86	Same	Same
16705	16705;A3:16705:44-166:44-212:+	5371	A3	-0.86	-0.86	7.95	7.95	Same	Same
16705	16705;A3:16705:44-166:44-241:+	5371	A3	-0.86	-0.86	7.47	7.47	Same	Same
16707	16707;A3:16707:44-176:44-213:+	3817	A3	11.21	11.21	5.57	5.57	Same	Same
16725	16725;A3:16725:44-215:44-226:+	14030	A3	8.45	7.39	2.1	2.1	Same	Same
16728	16728;A3:16728:44-211:44-253:+	366	A3	8.24	8.24	-3.62	-3.62	Same	Same
16728	16728;A3:16728:44-211:44-261:+	366	A3	8.24	8.24	-9.71	-7.4	Same	Same
16728	16728;A3:16728:44-253:44-261:+	366	A3	-3.62	-3.62	-9.71	-7.4	Same	Same
16731	16731;A3:16731:44-205:44-206:+	5345	A3	9.6	9.6	-9.77	-9.77	Same	Same
16733	16733;A3:16733:44-166:44-212:+	5371	A3	-0.86	-0.86	7.95	7.95	Same	Same
16733	16733;A3:16733:44-163:44-212:+	5371	A3	0.83	0.83	7.95	7.95	Same	Same
16733	16733;A3:16733:44-163:44-166:+	5371	A3	0.83	0.83	-0.86	-0.86	Same	Same
16734	16734;A3:16734:44-176:44-227:+	11733	A3	-2.92	-2.92	6.9	6.9	Same	Same
16737	16737;A3:16737:44-231:44-235:+	23272	A3	1.71	1.71	0.37	0.37	Same	Same
1673	1673;A3:1673:44-205:44-214:+	5345	A3	9.6	9.6	-1.9	-1.9	Same	Same
1673	1673;A3:1673:44-205:44-206:+	5345	A3	9.6	9.6	-9.77	-9.77	Same	Same
1673	1673;A3:1673:44-206:44-214:+	5345	A3	-9.77	-9.77	-1.9	-1.9	Same	Same
16740	16740;A3:16740:44-166:44-272:+	27957	A3	9.37	9.37	7.38	7.2	Same	Same
16744	16744;A3:16744:44-216:44-230:+	20679	A3	7.18	7.18	0.04	0.04	Same	Same
16748	16748;A3:16748:44-206:44-238:+	17483	A3	6.21	-0.69	0.4	0.4	Same	Same
16748	16748;A3:16748:44-195:44-206:+	17483	A3	-3.49	13.15	6.21	-0.69	Created	Same
16748	16748;A3:16748:44-195:44-238:+	17483	A3	-3.49	13.15	0.4	0.4	Created	Same
16749	16749;A3:16749:44-237:44-242:+	15843	A3	2.42	2.42	-1.04	-1.04	Same	Same
16751	16751;A3:16751:44-213:44-245:+	21572	A3	8.16	8.16	-11.49	-10.53	Same	Same
16753	16753;A3:16753:44-161:44-256:+	12577	A3	6.63	6.63	4.78	-3.82	Same	Destroyed
16753	16753;A3:16753:44-158:44-256:+	12577	A3	9.48	9.48	4.78	-3.82	Same	Destroyed
16753	16753;A3:16753:44-158:44-161:+	12577	A3	9.48	9.48	6.63	6.63	Same	Same
16755	16755;A3:16755:44-209:44-214:+	29422	A3	13.62	13.62	4.16	4.16	Same	Same
16755	16755;A3:16755:44-209:44-252:+	29422	A3	13.62	13.62	5.37	5.37	Same	Same
16755	16755;A3:16755:44-214:44-252:+	29422	A3	4.16	4.16	5.37	5.37	Same	Same
16757	16757;A3:16757:44-216:44-223:+	10485	A3	9.19	9.19	2.54	2.54	Same	Same
16758	16758;A3:16758:44-211:44-253:+	366	A3	8.24	8.24	-3.62	-0.68	Same	Same
16760	16760;A3:16760:44-207:44-224:+	8154	A3	7.52	7.52	-13.49	-6.97	Same	Same
16760	16760;A3:16760:44-170:44-207:+	8154	A3	2.26	2.26	7.52	7.52	Same	Same
16760	16760;A3:16760:44-170:44-224:+	8154	A3	2.26	2.26	-13.49	-6.97	Same	Same
16760	16760;A3:16760:44-161:44-207:+	8154	A3	7.89	7.89	7.52	7.52	Same	Same
16760	16760;A3:16760:44-161:44-170:+	8154	A3	7.89	7.89	2.26	2.26	Same	Same
16760	16760;A3:16760:44-161:44-224:+	8154	A3	7.89	7.89	-13.49	-6.97	Same	Same
16763	16763;A3:16763:44-205:44-212:+	14858	A3	7.1	7.1	0.48	0.48	Same	Same
16765	16765;A3:16765:44-166:44-213:+	30615	A3	7.32	7.32	13.21	13.21	Same	Same
16767	16767;A3:16767:44-234:44-237:+	7280	A3	6.84	6.84	3.47	3.47	Same	Same
16768	16768;A3:16768:44-226:44-232:+	28748	A3	0.08	0.08	-13.7	-13.7	Same	Same
16768	16768;A3:16768:44-191:44-226:+	28748	A3	1.86	1.86	0.08	0.08	Same	Same
16768	16768;A3:16768:44-191:44-232:+	28748	A3	1.86	1.86	-13.7	-13.7	Same	Same
16770	16770;A3:16770:44-205:44-208:+	23600	A3	6.84	6.84	3.47	3.47	Same	Same
16771	16771;A3:16771:44-161:44-218:+	1900	A3	7.84	7.84	9.61	9.61	Same	Same
16772	16772;A3:16772:44-164:44-253:+	10145	A3	6.42	6.42	6.95	7.17	Same	Same
16777	16777;A3:16777:44-231:44-252:+	21970	A3	10.95	10.95	-1.53	-0.26	Same	Same
16777	16777;A3:16777:44-167:44-231:+	21970	A3	2.19	2.19	10.95	10.95	Same	Same
16777	16777;A3:16777:44-167:44-252:+	21970	A3	2.19	2.19	-1.53	-0.26	Same	Same
16781	16781;A3:16781:44-166:44-221:+	26553	A3	5.87	5.87	8.81	8.81	Same	Same
16781	16781;A3:16781:44-166:44-203:+	26553	A3	5.87	5.87	0.01	0.01	Same	Same
16781	16781;A3:16781:44-203:44-221:+	26553	A3	0.01	0.01	8.81	8.81	Same	Same
16784	16784;A3:16784:44-199:44-213:+	3817	A3	-5.46	11.1	5.57	2.0	Created	Same
16784	16784;A3:16784:44-176:44-213:+	3817	A3	11.21	11.21	5.57	2.0	Same	Same
16784	16784;A3:16784:44-176:44-199:+	3817	A3	11.21	11.21	-5.46	11.1	Same	Created
16787	16787;A3:16787:44-207:44-211:+	1987	A3	8.82	8.82	6.55	6.55	Same	Same
16787	16787;A3:16787:44-159:44-207:+	1987	A3	10.11	10.11	8.82	8.82	Same	Same
16787	16787;A3:16787:44-159:44-211:+	1987	A3	10.11	10.11	6.55	6.55	Same	Same
16789	16789;A3:16789:44-208:44-239:+	20401	A3	7.63	7.63	6.81	4.21	Same	Same
1678	1678;A3:1678:44-205:44-208:+	23600	A3	6.84	6.84	3.47	3.47	Same	Same
16792	16792;A3:16792:44-240:44-264:+	33292	A3	8.44	8.44	-2.56	-2.56	Same	Same
16794	16794;A3:16794:44-205:44-265:+	30968	A3	8.97	8.97	1.53	1.88	Same	Same
16794	16794;A3:16794:44-205:44-271:+	30968	A3	8.97	8.97	-6.01	-6.1	Same	Same
16794	16794;A3:16794:44-205:44-208:+	30968	A3	8.97	8.97	6.3	6.3	Same	Same
16794	16794;A3:16794:44-265:44-271:+	30968	A3	1.53	1.88	-6.01	-6.1	Same	Same
16794	16794;A3:16794:44-208:44-265:+	30968	A3	6.3	6.3	1.53	1.88	Same	Same
16794	16794;A3:16794:44-208:44-271:+	30968	A3	6.3	6.3	-6.01	-6.1	Same	Same
16795	16795;A3:16795:44-210:44-226:+	10882	A3	7.81	7.81	-4.73	-4.73	Same	Same
16795	16795;A3:16795:44-210:44-230:+	10882	A3	7.81	7.81	-4.88	-4.88	Same	Same
16795	16795;A3:16795:44-226:44-230:+	10882	A3	-4.73	-4.73	-4.88	-4.88	Same	Same
16800	16800;A3:16800:44-211:44-253:+	366	A3	8.24	8.24	-3.62	-3.62	Same	Same
16800	16800;A3:16800:44-211:44-214:+	366	A3	8.24	8.24	-8.45	-8.45	Same	Same
16800	16800;A3:16800:44-214:44-253:+	366	A3	-8.45	-8.45	-3.62	-3.62	Same	Same
16803	16803;A3:16803:44-198:44-219:+	54	A3	2.12	2.12	7.27	7.27	Same	Same
16805	16805;A3:16805:44-162:44-223:+	29291	A3	5.13	5.13	9.26	9.26	Same	Same
16808	16808;A3:16808:44-215:44-226:+	14030	A3	8.45	8.45	2.1	2.1	Same	Same
16809	16809;A3:16809:44-160:44-216:+	3506	A3	3.77	3.77	12.04	12.04	Same	Same
16809	16809;A3:16809:44-160:44-184:+	3506	A3	3.77	3.77	-3.57	-3.57	Same	Same
16809	16809;A3:16809:44-184:44-216:+	3506	A3	-3.57	-3.57	12.04	12.04	Same	Same
16810	16810;A3:16810:44-212:44-250:+	398	A3	8.37	8.37	10.62	10.62	Same	Same
16811	16811;A3:16811:44-188:44-205:+	18111	A3	3.39	3.39	6.36	6.36	Same	Same
16812	16812;A3:16812:44-210:44-226:+	10882	A3	7.81	7.81	-4.73	-4.73	Same	Same
16815	16815;A3:16815:44-160:44-212:+	14612	A3	7.85	7.85	6.57	6.57	Same	Same
16816	16816;A3:16816:44-236:44-243:+	17564	A3	7.1	7.1	0.48	0.42	Same	Same
16819	16819;A3:16819:44-214:44-259:+	2596	A3	5.4	5.4	-6.06	-6.06	Same	Same
1681	1681;A3:1681:44-214:44-217:+	23841	A3	10.89	10.89	-7.54	-7.54	Same	Same
1681	1681;A3:1681:44-214:44-250:+	23841	A3	10.89	10.89	-1.4	-6.86	Same	Same
1681	1681;A3:1681:44-217:44-250:+	23841	A3	-7.54	-7.54	-1.4	-6.86	Same	Same
1681	1681;A3:1681:44-191:44-214:+	23841	A3	2.43	2.43	10.89	10.89	Same	Same
