group_id	event_id	ref_id	event_type	long_5SS_ref_maxEntScan	long_5SS_var_maxEntScan	short_5SS_ref_maxEntScan	short_5SS_var_maxEntScan	long_5SS_status	short_5SS_status
17152	17152;A5:17152:310-1004:296-1004:+	32761	A5	1.89	1.89	6.49	6.49	Same	Same
17156	17156;A5:17156:44-215:28-215:+	2924	A5	8.08	8.08	6.13	6.13	Same	Same
17165	17165;A5:17165:304-1004:286-1004:+	22912	A5	-19.96	1.81	4.82	4.82	Created	Same
17174	17174;A5:17174:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
17198	17198;A5:17198:44-206:28-206:+	16599	A5	8.08	8.08	6.13	6.13	Same	Same
17205	17205;A5:17205:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
17219	17219;A5:17219:305-1004:253-1004:+	13476	A5	8.56	8.56	9.1	9.1	Same	Same
1722	1722;A5:1722:48-214:44-214:+	20011	A5	-0.86	-0.86	8.08	8.08	Same	Same
17230	17230;A5:17230:310-1004:296-1004:+	32761	A5	1.89	1.89	6.49	6.49	Same	Same
17233	17233;A5:17233:48-212:44-212:+	3543	A5	-0.86	-0.86	8.08	8.08	Same	Same
1723	1723;A5:1723:317-1004:261-1004:+	28384	A5	2.36	2.36	9.49	-2.35	Same	Same
17255	17255;A5:17255:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
17263	17263;A5:17263:48-214:44-214:+	20011	A5	-0.86	-0.86	8.08	8.08	Same	Same
17275	17275;A5:17275:44-206:28-206:+	16599	A5	8.08	8.08	6.13	6.13	Same	Same
17312	17312;A5:17312:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
1740	1740;A5:1740:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
1741	1741;A5:1741:290-1003:265-1003:+	2702	A5	9.49	9.49	-0.27	-0.27	Same	Same
17422	17422;A5:17422:303-1004:275-1004:+	18881	A5	9.79	9.79	8.4	8.4	Same	Same
17443	17443;A5:17443:319-1004:274-1004:+	16104	A5	1.31	1.31	6.51	6.51	Same	Same
1746	1746;A5:1746:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
1746	1746;A5:1746:44-163:28-163:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
17493	17493;A5:17493:44-205:28-205:+	28873	A5	8.08	8.08	6.13	6.13	Same	Same
17495	17495;A5:17495:44-205:28-205:+	28873	A5	8.08	8.08	6.13	6.13	Same	Same
17520	17520;A5:17520:299-1004:284-1004:+	4286	A5	-1.41	-1.41	1.6	1.6	Same	Same
17529	17529;A5:17529:290-1003:265-1003:+	2702	A5	9.49	9.49	-0.27	-0.27	Same	Same
17531	17531;A5:17531:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
17545	17545;A5:17545:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
17545	17545;A5:17545:44-163:28-163:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
17597	17597;A5:17597:44-225:28-225:+	28045	A5	8.08	8.08	6.13	6.13	Same	Same
17632	17632;A5:17632:44-206:28-206:+	16599	A5	8.08	8.08	6.13	6.13	Same	Same
17641	17641;A5:17641:44-209:28-209:+	16137	A5	8.08	8.08	6.13	6.13	Same	Same
17651	17651;A5:17651:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
17665	17665;A5:17665:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
17677	17677;A5:17677:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
17684	17684;A5:17684:44-205:28-205:+	3930	A5	8.08	8.08	6.13	6.13	Same	Same
17688	17688;A5:17688:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
176	176;A5:176:44-206:28-206:+	17483	A5	8.08	8.08	6.13	6.13	Same	Same
1770	1770;A5:1770:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
17714	17714;A5:17714:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
17724	17724;A5:17724:296-1004:283-1004:+	32761	A5	6.49	6.49	-10.05	-10.05	Same	Same
17730	17730;A5:17730:319-1004:274-1004:+	16104	A5	1.31	1.31	6.51	6.51	Same	Same
17755	17755;A5:17755:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
17776	17776;A5:17776:44-215:28-215:+	2924	A5	8.08	8.08	6.13	6.13	Same	Same
17788	17788;A5:17788:310-1004:296-1004:+	32761	A5	1.89	1.89	6.49	6.49	Same	Same
17799	17799;A5:17799:44-231:28-231:+	26076	A5	8.08	8.08	6.13	6.13	Same	Same
17837	17837;A5:17837:290-1003:265-1003:+	2702	A5	9.49	9.49	-0.27	-0.27	Same	Same
17855	17855;A5:17855:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
1785	1785;A5:1785:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
17876	17876;A5:17876:290-1003:265-1003:+	2702	A5	9.49	9.49	-0.27	-0.27	Same	Same
1788	1788;A5:1788:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
1789	1789;A5:1789:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
17902	17902;A5:17902:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
17906	17906;A5:17906:44-215:28-215:+	2924	A5	8.08	8.08	6.13	6.13	Same	Same
17921	17921;A5:17921:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
17924	17924;A5:17924:305-1004:221-1004:+	3817	A5	7.46	7.46	6.06	6.06	Same	Same
1793	1793;A5:1793:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
17947	17947;A5:17947:303-1004:275-1004:+	18881	A5	9.79	9.79	8.4	8.4	Same	Same
17951	17951;A5:17951:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
17975	17975;A5:17975:303-1004:275-1004:+	18881	A5	9.79	9.79	8.4	8.4	Same	Same
17980	17980;A5:17980:44-240:28-240:+	33292	A5	8.08	8.08	6.13	6.13	Same	Same
17982	17982;A5:17982:305-1004:221-1004:+	3817	A5	7.46	7.46	6.06	6.06	Same	Same
17987	17987;A5:17987:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
18021	18021;A5:18021:319-1004:274-1004:+	16104	A5	1.31	1.31	6.51	6.51	Same	Same
18050	18050;A5:18050:44-211:28-211:+	366	A5	8.08	8.08	6.13	6.13	Same	Same
18055	18055;A5:18055:311-1004:294-1004:+	5675	A5	-2.63	2.12	5.67	5.67	Same	Same
18072	18072;A5:18072:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
18085	18085;A5:18085:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
18099	18099;A5:18099:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
18129	18129;A5:18129:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
18139	18139;A5:18139:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
18140	18140;A5:18140:44-207:28-207:+	29517	A5	8.08	8.08	6.13	6.13	Same	Same
18164	18164;A5:18164:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
18178	18178;A5:18178:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
18216	18216;A5:18216:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
18219	18219;A5:18219:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
18226	18226;A5:18226:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
18241	18241;A5:18241:44-212:28-212:+	3543	A5	8.08	8.08	6.13	6.13	Same	Same
18245	18245;A5:18245:44-206:28-206:+	17483	A5	8.08	8.08	6.13	6.13	Same	Same
18247	18247;A5:18247:44-212:28-212:+	14612	A5	8.08	8.08	6.13	6.13	Same	Same
18259	18259;A5:18259:44-219:28-219:+	29237	A5	8.08	8.08	6.13	6.13	Same	Same
18272	18272;A5:18272:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
1827	1827;A5:1827:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
18292	18292;A5:18292:44-190:28-190:+	23687	A5	8.08	8.08	6.13	6.13	Same	Same
18296	18296;A5:18296:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
18314	18314;A5:18314:44-219:28-219:+	2702	A5	8.08	8.08	6.13	6.13	Same	Same
18319	18319;A5:18319:44-207:28-207:+	1684	A5	8.08	8.08	6.13	6.13	Same	Same
18320	18320;A5:18320:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
18350	18350;A5:18350:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
18383	18383;A5:18383:311-1003:287-1003:+	4081	A5	4.69	4.69	6.34	6.34	Same	Same
18393	18393;A5:18393:44-208:28-208:+	28701	A5	8.08	8.08	6.13	6.13	Same	Same
18399	18399;A5:18399:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
1839	1839;A5:1839:44-219:28-219:+	21478	A5	8.08	8.08	6.13	6.13	Same	Same
18400	18400;A5:18400:44-206:28-206:+	16599	A5	8.08	8.08	6.13	6.13	Same	Same
18421	18421;A5:18421:44-219:28-219:+	21478	A5	8.08	8.08	6.13	6.13	Same	Same
18437	18437;A5:18437:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
18442	18442;A5:18442:44-159:28-159:+	1987	A5	8.08	8.08	6.13	6.13	Same	Same
1845	1845;A5:1845:317-1004:261-1004:+	28384	A5	2.36	2.36	9.49	-1.7	Same	Same
18461	18461;A5:18461:303-1004:240-1004:+	19880	A5	2.37	2.37	7.46	7.46	Same	Same
18478	18478;A5:18478:44-219:28-219:+	21478	A5	8.08	8.08	6.13	6.13	Same	Same
18488	18488;A5:18488:44-212:28-212:+	14612	A5	8.08	8.08	6.13	6.13	Same	Same
18520	18520;A5:18520:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
18522	18522;A5:18522:48-214:44-214:+	29422	A5	-0.86	-0.86	8.08	8.08	Same	Same
18526	18526;A5:18526:290-1003:265-1003:+	2702	A5	9.49	9.49	-0.27	-0.27	Same	Same
18529	18529;A5:18529:303-1004:240-1004:+	19880	A5	2.37	2.37	7.46	7.46	Same	Same
1852	1852;A5:1852:317-1004:261-1004:+	28384	A5	2.36	2.36	9.49	1.08	Same	Same
1853	1853;A5:1853:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
18554	18554;A5:18554:44-219:28-219:+	2702	A5	8.08	8.08	6.13	6.13	Same	Same
18561	18561;A5:18561:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
18619	18619;A5:18619:44-205:28-205:+	16724	A5	8.08	8.08	6.13	6.13	Same	Same
18630	18630;A5:18630:305-1004:253-1004:+	13476	A5	8.56	8.56	9.1	9.1	Same	Same
18679	18679;A5:18679:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
18688	18688;A5:18688:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
18691	18691;A5:18691:317-1004:261-1004:+	28384	A5	2.36	2.36	9.49	5.94	Same	Same
18699	18699;A5:18699:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
1869	1869;A5:1869:303-1004:275-1004:+	18881	A5	9.79	9.79	8.4	8.4	Same	Same
18708	18708;A5:18708:44-219:28-219:+	21478	A5	8.08	8.08	6.13	6.13	Same	Same
18711	18711;A5:18711:44-215:28-215:+	31842	A5	8.08	8.08	6.13	6.13	Same	Same
18731	18731;A5:18731:279-1004:264-1004:+	2437	A5	-1.41	-1.41	1.6	1.6	Same	Same
18734	18734;A5:18734:44-206:28-206:+	16599	A5	8.08	8.08	6.13	6.13	Same	Same
18774	18774;A5:18774:44-212:28-212:+	14612	A5	8.08	8.08	6.13	6.13	Same	Same
18776	18776;A5:18776:317-1004:261-1004:+	28384	A5	2.36	2.36	9.49	-0.81	Same	Same
18806	18806;A5:18806:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
18816	18816;A5:18816:274-1004:264-1004:+	2437	A5	-10.65	-2.15	1.6	1.6	Created	Same
18816	18816;A5:18816:274-1004:270-1004:+	2437	A5	-10.65	-2.15	-3.61	5.0	Created	Same
18816	18816;A5:18816:270-1004:264-1004:+	2437	A5	-3.61	5.0	1.6	1.6	Same	Same
18830	18830;A5:18830:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
18838	18838;A5:18838:44-225:28-225:+	28045	A5	8.08	8.08	6.13	6.13	Same	Same
18839	18839;A5:18839:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
18866	18866;A5:18866:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
18888	18888;A5:18888:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
18921	18921;A5:18921:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
18928	18928;A5:18928:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
18934	18934;A5:18934:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
1893	1893;A5:1893:44-210:28-210:+	13118	A5	8.08	8.08	6.13	6.13	Same	Same
18950	18950;A5:18950:44-212:28-212:+	14612	A5	8.08	8.08	6.13	6.13	Same	Same
18954	18954;A5:18954:311-1003:287-1003:+	4081	A5	4.69	4.69	6.34	6.34	Same	Same
18965	18965;A5:18965:44-207:28-207:+	29517	A5	8.08	8.08	6.13	6.13	Same	Same
18980	18980;A5:18980:44-212:28-212:+	14612	A5	8.08	8.08	6.13	6.13	Same	Same
18983	18983;A5:18983:311-1003:287-1003:+	4081	A5	4.69	4.69	6.34	6.34	Same	Same
18989	18989;A5:18989:274-1004:218-1004:+	14858	A5	10.24	10.24	2.02	2.02	Same	Same
1898	1898;A5:1898:44-225:28-225:+	28045	A5	8.08	8.08	6.13	6.13	Same	Same
18999	18999;A5:18999:44-256:28-256:+	12577	A5	8.08	8.08	6.13	6.13	Same	Same
19022	19022;A5:19022:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
19030	19030;A5:19030:44-219:28-219:+	21478	A5	8.08	8.08	6.13	6.13	Same	Same
19033	19033;A5:19033:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19050	19050;A5:19050:44-159:28-159:+	1987	A5	8.08	8.08	6.13	6.13	Same	Same
19071	19071;A5:19071:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19082	19082;A5:19082:44-207:28-207:+	1987	A5	8.08	8.08	6.13	6.13	Same	Same
19149	19149;A5:19149:305-1004:238-1004:+	22223	A5	8.73	8.73	-8.08	-8.08	Same	Same
19153	19153;A5:19153:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19160	19160;A5:19160:44-207:28-207:+	8154	A5	8.08	8.08	6.13	6.13	Same	Same
19171	19171;A5:19171:274-1004:218-1004:+	14858	A5	10.24	10.24	2.02	7.77	Same	Same
19182	19182;A5:19182:44-205:28-205:+	28873	A5	8.08	8.08	6.13	6.13	Same	Same
19196	19196;A5:19196:44-207:28-207:+	8154	A5	8.08	8.08	6.13	6.13	Same	Same
19205	19205;A5:19205:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
19211	19211;A5:19211:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
19212	19212;A5:19212:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19279	19279;A5:19279:44-205:28-205:+	16724	A5	8.08	8.08	6.13	6.13	Same	Same
19287	19287;A5:19287:44-215:28-215:+	2924	A5	8.08	8.08	6.13	6.13	Same	Same
19294	19294;A5:19294:44-205:28-205:+	3930	A5	8.08	8.08	6.13	6.13	Same	Same
19296	19296;A5:19296:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
19317	19317;A5:19317:315-1003:296-1003:+	32481	A5	-1.84	-1.84	5.73	5.73	Same	Same
19329	19329;A5:19329:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
19345	19345;A5:19345:44-206:28-206:+	17483	A5	8.08	8.08	6.13	6.13	Same	Same
1934	1934;A5:1934:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19370	19370;A5:19370:44-240:28-240:+	33292	A5	8.08	8.08	6.13	6.13	Same	Same
19372	19372;A5:19372:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19375	19375;A5:19375:44-206:28-206:+	16599	A5	8.08	8.08	6.13	6.13	Same	Same
1938	1938;A5:1938:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
1939	1939;A5:1939:305-1004:221-1004:+	3817	A5	7.46	7.46	6.06	6.06	Same	Same
19404	19404;A5:19404:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19435	19435;A5:19435:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
19439	19439;A5:19439:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19440	19440;A5:19440:44-219:28-219:+	21478	A5	8.08	8.08	6.13	6.13	Same	Same
19486	19486;A5:19486:44-207:28-207:+	8154	A5	8.08	8.08	6.13	6.13	Same	Same
19517	19517;A5:19517:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19549	19549;A5:19549:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19551	19551;A5:19551:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19567	19567;A5:19567:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19571	19571;A5:19571:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19644	19644;A5:19644:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19669	19669;A5:19669:44-197:28-197:+	2601	A5	8.08	8.08	6.13	6.13	Same	Same
19674	19674;A5:19674:44-206:28-206:+	16599	A5	8.08	8.08	6.13	6.13	Same	Same
19686	19686;A5:19686:44-219:28-219:+	21478	A5	8.08	8.08	6.13	6.13	Same	Same
1968	1968;A5:1968:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19726	19726;A5:19726:311-1003:287-1003:+	4081	A5	4.69	4.69	6.34	6.34	Same	Same
19738	19738;A5:19738:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19739	19739;A5:19739:315-1003:296-1003:+	32481	A5	-1.84	-1.84	5.73	5.73	Same	Same
19741	19741;A5:19741:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
19748	19748;A5:19748:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
19775	19775;A5:19775:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
19782	19782;A5:19782:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
19782	19782;A5:19782:275-1004:259-1004:+	14872	A5	4.85	4.85	2.91	2.91	Same	Same
19783	19783;A5:19783:311-1003:287-1003:+	4081	A5	4.69	4.69	6.34	6.34	Same	Same
19824	19824;A5:19824:44-237:28-237:+	30306	A5	8.08	8.08	6.13	6.13	Same	Same
19874	19874;A5:19874:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
19880	19880;A5:19880:303-1004:240-1004:+	19880	A5	2.37	2.37	7.46	7.46	Same	Same
19889	19889;A5:19889:303-1004:240-1004:+	19880	A5	2.37	2.37	7.46	7.46	Same	Same
19898	19898;A5:19898:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
19915	19915;A5:19915:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
19934	19934;A5:19934:44-207:28-207:+	8154	A5	8.08	8.08	6.13	6.13	Same	Same
19975	19975;A5:19975:317-1004:261-1004:+	28384	A5	2.36	2.36	9.49	-2.34	Same	Same
1	1;A5:1:44-228:28-228:+	20375	A5	8.08	8.08	6.13	6.13	Same	Same
20006	20006;A5:20006:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
2000	2000;A5:2000:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
20010	20010;A5:20010:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
20013	20013;A5:20013:44-219:28-219:+	21478	A5	8.08	8.08	6.13	6.13	Same	Same
20025	20025;A5:20025:44-240:28-240:+	33292	A5	8.08	8.08	6.13	6.13	Same	Same
20033	20033;A5:20033:48-214:44-214:+	20011	A5	-0.86	-0.86	8.08	8.08	Same	Same
20052	20052;A5:20052:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
20059	20059;A5:20059:305-1004:253-1004:+	13476	A5	8.56	8.56	9.1	9.1	Same	Same
2005	2005;A5:2005:44-207:28-207:+	8154	A5	8.08	8.08	6.13	6.13	Same	Same
20063	20063;A5:20063:299-1004:284-1004:+	4286	A5	-1.41	-1.41	1.6	1.6	Same	Same
20148	20148;A5:20148:276-1004:251-1004:+	3930	A5	9.49	9.49	-0.27	-0.27	Same	Same
20161	20161;A5:20161:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
20166	20166;A5:20166:48-205:44-205:+	30968	A5	-0.86	-0.86	8.08	8.08	Same	Same
20185	20185;A5:20185:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
20203	20203;A5:20203:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
20205	20205;A5:20205:310-1004:296-1004:+	32761	A5	1.89	1.89	6.49	6.49	Same	Same
20213	20213;A5:20213:44-205:28-205:+	5675	A5	8.08	8.08	6.13	6.13	Same	Same
20220	20220;A5:20220:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
20234	20234;A5:20234:303-1004:240-1004:+	19880	A5	2.37	2.37	7.46	-4.38	Same	Same
20299	20299;A5:20299:44-209:28-209:+	15458	A5	8.08	8.08	6.13	6.13	Same	Same
20306	20306;A5:20306:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
20309	20309;A5:20309:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
20314	20314;A5:20314:44-214:28-214:+	32761	A5	8.08	8.08	6.13	6.13	Same	Same
20320	20320;A5:20320:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
20324	20324;A5:20324:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
20337	20337;A5:20337:44-159:28-159:+	1987	A5	8.08	8.08	6.13	6.13	Same	Same
20352	20352;A5:20352:303-1004:240-1004:+	19880	A5	2.37	2.37	7.46	7.46	Same	Same
20362	20362;A5:20362:303-1004:240-1004:+	19880	A5	2.37	2.37	7.46	-3.89	Same	Same
20382	20382;A5:20382:44-233:28-233:+	11893	A5	8.08	8.08	6.13	6.13	Same	Same
20426	20426;A5:20426:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
20428	20428;A5:20428:44-256:28-256:+	12577	A5	8.08	8.08	6.13	6.13	Same	Same
20444	20444;A5:20444:44-211:28-211:+	366	A5	8.08	8.08	6.13	6.13	Same	Same
20446	20446;A5:20446:300-1004:275-1004:+	20936	A5	7.83	7.83	-11.02	-11.02	Same	Same
20454	20454;A5:20454:44-228:28-228:+	22223	A5	8.08	8.08	6.13	6.13	Same	Same
20461	20461;A5:20461:303-1004:240-1004:+	19880	A5	2.37	2.37	7.46	7.46	Same	Same
20465	20465;A5:20465:319-1004:274-1004:+	16104	A5	1.31	1.31	6.51	6.51	Same	Same
2046	2046;A5:2046:44-209:28-209:+	16137	A5	8.08	8.08	6.13	6.13	Same	Same
20481	20481;A5:20481:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
20491	20491;A5:20491:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
20500	20500;A5:20500:44-206:28-206:+	17483	A5	8.08	8.08	6.13	6.13	Same	Same
20502	20502;A5:20502:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
20507	20507;A5:20507:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
20515	20515;A5:20515:44-253:28-253:+	26703	A5	8.08	8.08	6.13	6.13	Same	Same
20526	20526;A5:20526:44-159:28-159:+	1987	A5	8.08	8.08	6.13	6.13	Same	Same
20549	20549;A5:20549:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
20559	20559;A5:20559:317-1004:261-1004:+	28384	A5	2.36	2.36	9.49	6.05	Same	Same
20585	20585;A5:20585:303-1004:253-1004:+	32983	A5	7.04	7.04	-4.23	-4.23	Same	Same
20587	20587;A5:20587:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
20596	20596;A5:20596:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
20611	20611;A5:20611:44-237:28-237:+	30306	A5	8.08	8.08	6.13	6.13	Same	Same
2061	2061;A5:2061:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
20637	20637;A5:20637:303-1004:240-1004:+	19880	A5	2.37	2.37	7.46	7.46	Same	Same
20647	20647;A5:20647:56-240:44-240:+	28323	A5	-0.83	-0.83	8.08	8.08	Same	Same
20654	20654;A5:20654:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
20655	20655;A5:20655:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
20689	20689;A5:20689:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
20691	20691;A5:20691:295-1004:284-1004:+	4286	A5	-8.15	0.79	1.6	1.6	Created	Same
20694	20694;A5:20694:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
20694	20694;A5:20694:44-166:28-166:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
20713	20713;A5:20713:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
20755	20755;A5:20755:44-211:28-211:+	366	A5	8.08	8.08	6.13	6.13	Same	Same
20770	20770;A5:20770:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
20784	20784;A5:20784:44-205:28-205:+	22912	A5	8.08	8.08	6.13	6.13	Same	Same
20815	20815;A5:20815:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
20825	20825;A5:20825:44-207:28-207:+	5495	A5	8.08	8.08	6.13	6.13	Same	Same
20837	20837;A5:20837:303-1004:275-1004:+	18881	A5	9.79	9.79	8.4	8.4	Same	Same
20849	20849;A5:20849:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
2085	2085;A5:2085:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
